"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"C8orf76",0.00557672193982674,0.705369397892623,0.078,0.052,1,"Cholangiocytes","C8orf76"
"ATAD2B",0.00558583223320509,0.706227889462668,0.061,0.038,1,"Cholangiocytes","ATAD2B"
"DCUN1D3",0.00559759063523966,0.612087515165006,0.077,0.051,1,"Cholangiocytes","DCUN1D3"
"NT5C3B",0.00559759063523966,0.612087515165006,0.077,0.051,1,"Cholangiocytes","NT5C3B"
"CLSTN3",0.0056370856379851,0.41094317332626,0.163,0.124,1,"Cholangiocytes","CLSTN3"
"LDLRAD4",0.00564200161025157,0.654115856943378,0.083,0.056,1,"Cholangiocytes","LDLRAD4"
"RSBN1",0.00564523956908053,0.840528981174259,0.04,0.022,1,"Cholangiocytes","RSBN1"
"EGFL7",0.00564580099322172,0.741900948446543,0.072,0.047,1,"Cholangiocytes","EGFL7"
"IMPAD1",0.00565522911602156,0.554557764063306,0.097,0.067,1,"Cholangiocytes","IMPAD1"
"PCNA",0.00566818481411994,0.663335979267908,0.066,0.042,1,"Cholangiocytes","PCNA"
"IK",0.00571984520005454,0.357609009614592,0.209,0.166,1,"Cholangiocytes","IK"
"GNG12",0.0057221571746381,0.664451752750351,0.075,0.05,1,"Cholangiocytes","GNG12"
"ALS2CL",0.00572513081918558,0.765982027809205,0.049,0.029,1,"Cholangiocytes","ALS2CL"
"MIB2",0.00572587259865426,0.469506336758727,0.147,0.111,1,"Cholangiocytes","MIB2"
"MPHOSPH8",0.00572812750231796,0.651495156784242,0.074,0.048,1,"Cholangiocytes","MPHOSPH8"
"VPS37C",0.00572900383329176,0.911612079235742,0.038,0.021,1,"Cholangiocytes","VPS37C"
"IQSEC1",0.00574787507241183,0.400301573434114,0.161,0.123,1,"Cholangiocytes","IQSEC1"
"RILPL2",0.00575472956552167,0.727466316687623,0.065,0.041,1,"Cholangiocytes","RILPL2"
"TRAPPC4",0.00576051736585337,0.512203115088746,0.129,0.095,1,"Cholangiocytes","TRAPPC4"
"ZNF827",0.00576428037534388,1.68852588772921,0.012,0.004,1,"Cholangiocytes","ZNF827"
"TMEM144",0.00576428037534388,1.68852588772921,0.012,0.004,1,"Cholangiocytes","TMEM144"
"CD79A",0.00576428037534388,1.68852588772921,0.012,0.004,1,"Cholangiocytes","CD79A"
"PWP1",0.00580599962438735,0.591169512237542,0.08,0.053,1,"Cholangiocytes","PWP1"
"EIF3I",0.00583067582676826,0.312384612452948,0.243,0.196,1,"Cholangiocytes","EIF3I"
"B4GALT3",0.0058371013822735,0.840528981174259,0.048,0.028,1,"Cholangiocytes","B4GALT3"
"EIF2AK3",0.00584572739118453,0.532406685811928,0.095,0.066,1,"Cholangiocytes","EIF2AK3"
"GALC",0.00585641139017761,0.929796319271347,0.037,0.02,1,"Cholangiocytes","GALC"
"RUFY3",0.00585805869780678,0.503689176882968,0.114,0.081,1,"Cholangiocytes","RUFY3"
"PTGFRN",0.00586664636099467,1.00865173998259,0.035,0.019,1,"Cholangiocytes","PTGFRN"
"ITGA1",0.00587122510860184,0.411277622675715,0.151,0.113,1,"Cholangiocytes","ITGA1"
"NGRN",0.00587557032190331,1.07499423481128,0.034,0.018,1,"Cholangiocytes","NGRN"
"NCF4",0.00588260818536844,1.12432194717485,0.029,0.015,1,"Cholangiocytes","NCF4"
"ESF1",0.00590548603300628,0.5101393075387,0.101,0.071,1,"Cholangiocytes","ESF1"
"TRANK1",0.00592816223534799,0.792594504110557,0.054,0.033,1,"Cholangiocytes","TRANK1"
"ATP6V1F1",0.00594505074962527,0.58179471277409,0.084,0.057,1,"Cholangiocytes","ATP6V1F"
"CENPE",0.00594892649755864,1.49260567775395,0.015,0.006,1,"Cholangiocytes","CENPE"
"SLC26A11",0.00596033371967317,1.01610054575771,0.034,0.018,1,"Cholangiocytes","SLC26A11"
"PDCD10",0.00596107530374512,1.05393261928345,0.029,0.015,1,"Cholangiocytes","PDCD10"
"SERGEF",0.00597045247488519,0.785246545673069,0.048,0.028,1,"Cholangiocytes","SERGEF"
"RSF1",0.00597714435931545,0.93363838556574,0.035,0.019,1,"Cholangiocytes","RSF1"
"CLCC1",0.00597848474863986,0.446614773461169,0.129,0.095,1,"Cholangiocytes","CLCC1"
"ZNF410",0.00599908052222671,0.510823535695177,0.109,0.078,1,"Cholangiocytes","ZNF410"
"UBE2D2",0.00599946268995628,0.332119983754301,0.195,0.152,1,"Cholangiocytes","UBE2D2"
"PIGC",0.00601832412995172,0.730904489999761,0.057,0.035,1,"Cholangiocytes","PIGC"
"TMEM200B",0.00601867873394003,1.57749457534047,0.014,0.005,1,"Cholangiocytes","TMEM200B"
"KRBA1",0.00601867873394003,1.57749457534047,0.014,0.005,1,"Cholangiocytes","KRBA1"
"ZBTB46",0.00601867873394003,1.57749457534047,0.014,0.005,1,"Cholangiocytes","ZBTB46"
"ZNF333",0.00603692141323297,1.19667279139953,0.023,0.011,1,"Cholangiocytes","ZNF333"
"SMIM8",0.00603692465317661,1.02339303832407,0.031,0.016,1,"Cholangiocytes","SMIM8"
"ZNF432",0.00605568836753401,1.16810363920276,0.023,0.011,1,"Cholangiocytes","ZNF432"
"SGK3",0.00605742474978397,0.753066139923919,0.054,0.033,1,"Cholangiocytes","SGK3"
"MTERF3",0.00607438381768214,0.743667441921669,0.054,0.033,1,"Cholangiocytes","MTERF3"
"C11orf49",0.00609388091841538,1.38986757216469,0.02,0.009,1,"Cholangiocytes","C11orf49"
"EIF2A",0.00610268474146213,0.43396963581972,0.143,0.107,1,"Cholangiocytes","EIF2A"
"SAYSD1",0.00615375378770305,1.29033189861378,0.02,0.009,1,"Cholangiocytes","SAYSD1"
"CLEC12A",0.00615375378770305,1.29033189861378,0.02,0.009,1,"Cholangiocytes","CLEC12A"
"COG7",0.00616830088921353,0.866524189707204,0.041,0.023,1,"Cholangiocytes","COG7"
"HIST1H2AC",0.00619072934185105,0.404576429586169,0.158,0.12,1,"Cholangiocytes","HIST1H2AC"
"TRAPPC12",0.00619329251911238,0.490817729773359,0.109,0.078,1,"Cholangiocytes","TRAPPC12"
"STAM2",0.00622161906873168,0.602665151075371,0.08,0.053,1,"Cholangiocytes","STAM2"
"HMGN3",0.00623140053309134,0.366380862529298,0.195,0.154,1,"Cholangiocytes","HMGN3"
"GTF3C3",0.00626647942872709,0.532630446190955,0.094,0.065,1,"Cholangiocytes","GTF3C3"
"POLG",0.00629135455102956,0.387239113153158,0.16,0.122,1,"Cholangiocytes","POLG"
"RASSF7",0.00629346417091846,0.919963448668664,0.04,0.022,1,"Cholangiocytes","RASSF7"
"TRIM41",0.00634880821363359,0.579404165349097,0.092,0.064,1,"Cholangiocytes","TRIM41"
"TMEM175",0.00635443672123801,0.652901977998487,0.068,0.044,1,"Cholangiocytes","TMEM175"
"CRELD2",0.00635447974300146,0.379498808311484,0.226,0.183,1,"Cholangiocytes","CRELD2"
"FBXO11",0.0063671232794958,0.737099391518854,0.055,0.034,1,"Cholangiocytes","FBXO11"
"PRXL2B",0.00637390507438273,0.730904489999761,0.055,0.034,1,"Cholangiocytes","PRXL2B"
"TSNAX",0.00639464361304458,0.667197378288697,0.069,0.045,1,"Cholangiocytes","TSNAX"
"YARS2",0.00639532085957626,0.867496028774529,0.04,0.022,1,"Cholangiocytes","YARS2"
"C6orf120",0.00640421565456746,0.639907182509031,0.088,0.06,1,"Cholangiocytes","C6orf120"
"PSMG2",0.00641596134186984,0.371043697873039,0.175,0.135,1,"Cholangiocytes","PSMG2"
"ROCK2",0.00644594513462272,0.722347554825945,0.06,0.038,1,"Cholangiocytes","ROCK2"
"SETD4",0.00646573782556525,0.731407258794147,0.052,0.032,1,"Cholangiocytes","SETD4"
"HRAS",0.00647853587688233,0.655417575917271,0.063,0.04,1,"Cholangiocytes","HRAS"
"ZNF358",0.00648818246658223,0.350031164456595,0.206,0.163,1,"Cholangiocytes","ZNF358"
"TTC21B",0.00650330060964403,0.751093897592314,0.061,0.039,1,"Cholangiocytes","TTC21B"
"ITPA",0.00654935416817831,0.506460323414684,0.106,0.075,1,"Cholangiocytes","ITPA"
"PACSIN3",0.00655325133545238,0.545908232282632,0.095,0.066,1,"Cholangiocytes","PACSIN3"
"TTC8",0.0065667338526975,0.897112509540626,0.038,0.021,1,"Cholangiocytes","TTC8"
"KPNA2",0.00659044966373081,0.607868224383984,0.086,0.059,1,"Cholangiocytes","KPNA2"
"NUP85",0.00659938001404011,0.507685108807713,0.115,0.083,1,"Cholangiocytes","NUP85"
"PHTF2",0.00666238167500974,1.18156589900933,0.026,0.013,1,"Cholangiocytes","PHTF2"
"ZNF623",0.00667207963056277,0.785246545673069,0.048,0.028,1,"Cholangiocytes","ZNF623"
"CBFA2T2",0.00667207963056277,0.785246545673069,0.048,0.028,1,"Cholangiocytes","CBFA2T2"
"ATG13",0.00667216770458692,0.494078567152827,0.106,0.075,1,"Cholangiocytes","ATG13"
"SLC39A11",0.0066842652994412,0.475178605995768,0.108,0.077,1,"Cholangiocytes","SLC39A11"
"KANK3",0.00670684185376436,1.03317405911666,0.035,0.019,1,"Cholangiocytes","KANK3"
"PRKCH",0.00674328997761435,1.10356338700805,0.026,0.013,1,"Cholangiocytes","PRKCH"
"UPRT",0.00675274908660194,0.758066820982286,0.051,0.03,1,"Cholangiocytes","UPRT"
"KCTD20",0.00676395434362724,0.381097362536962,0.172,0.133,1,"Cholangiocytes","KCTD20"
"HIF1AN",0.00677064506194112,0.523417902584673,0.091,0.062,1,"Cholangiocytes","HIF1AN"
"BRD9",0.00679253680562253,0.62459158197511,0.072,0.047,1,"Cholangiocytes","BRD9"
"TREM21",0.00680821857167168,1.28594012949662,0.022,0.01,1,"Cholangiocytes","TREM2"
"DBF4",0.00681129835074435,1.3315153336864,0.018,0.008,1,"Cholangiocytes","DBF4"
"ZMYND8",0.00681657845405016,0.584189227914474,0.081,0.055,1,"Cholangiocytes","ZMYND8"
"MLPH",0.00684910199986393,0.537966211153828,0.109,0.078,1,"Cholangiocytes","MLPH"
"AIMP1",0.00686319051544176,0.64704925175305,0.078,0.053,1,"Cholangiocytes","AIMP1"
"SUFU",0.00687690994172759,0.719513580212893,0.058,0.036,1,"Cholangiocytes","SUFU"
"MID1",0.00688457299346231,0.93363838556574,0.035,0.019,1,"Cholangiocytes","MID1"
"DDX27",0.00689109187355843,0.730104991480609,0.063,0.04,1,"Cholangiocytes","DDX27"
"ZNRD2",0.00689299195543734,0.645512998769116,0.081,0.055,1,"Cholangiocytes","ZNRD2"
"CAPRIN1",0.00689527448669528,0.353121789875777,0.195,0.154,1,"Cholangiocytes","CAPRIN1"
"BIRC2",0.00690025347487613,0.352688947351208,0.19,0.149,1,"Cholangiocytes","BIRC2"
"ACP51",0.00692210192981758,0.381097362536962,0.166,0.128,1,"Cholangiocytes","ACP5"
"LUZP1",0.00694086700631625,1.06608868158939,0.028,0.014,1,"Cholangiocytes","LUZP1"
"MED6",0.00694705072866745,0.645881550320715,0.068,0.044,1,"Cholangiocytes","MED6"
"ADPRHL2",0.00696060533282852,1.10356338700805,0.029,0.015,1,"Cholangiocytes","ADPRHL2"
"MFAP3",0.00698422518313423,0.740993307623345,0.06,0.038,1,"Cholangiocytes","MFAP3"
"UBLCP1",0.0069881496829453,0.691302972399783,0.058,0.036,1,"Cholangiocytes","UBLCP1"
"MKI67",0.00704593343624966,1.03317405911665,0.031,0.016,1,"Cholangiocytes","MKI67"
"ARHGAP12",0.00705658147896294,0.468781764878252,0.112,0.081,1,"Cholangiocytes","ARHGAP12"
"FNBP1L",0.00706986961183376,0.978032504924194,0.032,0.017,1,"Cholangiocytes","FNBP1L"
"KIAA0513",0.00706986961183376,0.978032504924194,0.032,0.017,1,"Cholangiocytes","KIAA0513"
"ZNF518A",0.00708747335608216,0.776398643754543,0.049,0.029,1,"Cholangiocytes","ZNF518A"
"DHX34",0.00708747335608216,0.776398643754543,0.049,0.029,1,"Cholangiocytes","DHX34"
"SLC49A4",0.00709237199951305,0.960110596926931,0.032,0.017,1,"Cholangiocytes","SLC49A4"
"ADA",0.00709237199951305,0.960110596926931,0.032,0.017,1,"Cholangiocytes","ADA"
"THOC7",0.00712432799350636,0.382098886382034,0.19,0.15,1,"Cholangiocytes","THOC7"
"USP10",0.00719001554801146,0.852210786221894,0.045,0.026,1,"Cholangiocytes","USP10"
"BRF1",0.00719903885784395,0.694851525978624,0.06,0.038,1,"Cholangiocytes","BRF1"
"ZNF131",0.00726838099024002,0.717146565668977,0.061,0.039,1,"Cholangiocytes","ZNF131"
"SETDB1",0.00730259119786145,0.707045975700007,0.069,0.045,1,"Cholangiocytes","SETDB1"
"PTPN4",0.00730291101357135,0.709284447896006,0.061,0.039,1,"Cholangiocytes","PTPN4"
"CSNK1D1",0.00731321443255165,0.335960260303847,0.186,0.145,1,"Cholangiocytes","CSNK1D"
"DIS3",0.00734501842002931,0.793223266395902,0.045,0.026,1,"Cholangiocytes","DIS3"
"ELOVL1",0.00740737126338529,0.685951944065383,0.061,0.039,1,"Cholangiocytes","ELOVL1"
"TMEM201",0.00743629449288668,1.38109736253696,0.017,0.007,1,"Cholangiocytes","TMEM201"
"FAM102B",0.00743629449288668,1.38109736253696,0.017,0.007,1,"Cholangiocytes","FAM102B"
"SH2D2A",0.00743629449288668,1.38109736253696,0.017,0.007,1,"Cholangiocytes","SH2D2A"
"ADGRD1",0.00745716370171858,1.33802864064508,0.017,0.007,1,"Cholangiocytes","ADGRD1"
"PPP1CA",0.00747037885272747,0.310909514296878,0.264,0.219,1,"Cholangiocytes","PPP1CA"
"MED23",0.00748696887032639,0.725051763754323,0.054,0.033,1,"Cholangiocytes","MED23"
"LMBR1",0.00751123228305364,0.864776527420936,0.043,0.025,1,"Cholangiocytes","LMBR1"
"SIX5",0.00758783326529637,0.697571027332216,0.054,0.033,1,"Cholangiocytes","SIX5"
"HSF1",0.00759175361835838,0.613460072628338,0.066,0.043,1,"Cholangiocytes","HSF1"
"TRRAP",0.00760962554076828,0.643227540800642,0.083,0.057,1,"Cholangiocytes","TRRAP"
"MBD1",0.00762190868783626,0.523046791318089,0.097,0.068,1,"Cholangiocytes","MBD1"
"TRAJ37",0.00769355670953004,1.75306613992392,0.011,0.003,1,"Cholangiocytes","TRAJ37"
"PAGR1",0.00770539010987186,0.739728340386766,0.055,0.034,1,"Cholangiocytes","PAGR1"
"ZCCHC3",0.00770920091319083,0.60106304647887,0.078,0.053,1,"Cholangiocytes","ZCCHC3"
"YIPF2",0.0077490929194298,0.492990242607859,0.101,0.072,1,"Cholangiocytes","YIPF2"
"SSR2",0.00774913100198888,0.347488969894142,0.229,0.187,1,"Cholangiocytes","SSR2"
"SSBP4",0.00775278703563495,0.884472328761857,0.037,0.02,1,"Cholangiocytes","SSBP4"
"UBE4A",0.00778782461695408,0.500953020467472,0.098,0.069,1,"Cholangiocytes","UBE4A"
"ANKRD36",0.00780171232934815,1.12063690036699,0.025,0.012,1,"Cholangiocytes","ANKRD36"
"CITED2",0.00783732399384846,0.429595880228152,0.131,0.097,1,"Cholangiocytes","CITED2"
"GAK",0.00788034256018541,0.577494575340466,0.088,0.06,1,"Cholangiocytes","GAK"
"POLG2",0.00791621810159009,0.674170594752139,0.066,0.043,1,"Cholangiocytes","POLG2"
"GON7",0.00792791638851008,0.917696841696719,0.035,0.019,1,"Cholangiocytes","GON7"
"SF3A3",0.00794889721516234,0.886332670787383,0.045,0.026,1,"Cholangiocytes","SF3A3"
"FMN11",0.00796425496144653,1.44197960468398,0.015,0.006,1,"Cholangiocytes","FMN1"
"POMT1",0.00797545508535064,0.793835745726217,0.054,0.033,1,"Cholangiocytes","POMT1"
"SEC22A",0.0079774322266595,1.15771915705496,0.026,0.013,1,"Cholangiocytes","SEC22A"
"FRMD8",0.00800402496983791,1.13426018423097,0.026,0.013,1,"Cholangiocytes","FRMD8"
"MAP2K2",0.00803320799936265,0.318129083207371,0.295,0.25,1,"Cholangiocytes","MAP2K2"
"CYB5B",0.00805692028893217,0.417906886667424,0.126,0.093,1,"Cholangiocytes","CYB5B"
"PRKCB",0.00805744188715211,1.08845649461784,0.026,0.013,1,"Cholangiocytes","PRKCB"
"SPPL3",0.00808843503505044,0.70807868515061,0.057,0.036,1,"Cholangiocytes","SPPL3"
"ATXN1L",0.00808928514380524,0.66365121909018,0.068,0.044,1,"Cholangiocytes","ATXN1L"
"ALMS1",0.00809477457129032,0.937826182529174,0.034,0.018,1,"Cholangiocytes","ALMS1"
"PPP3CA",0.008167854905341,0.746201598626106,0.054,0.033,1,"Cholangiocytes","PPP3CA"
"CAPS",0.00816850476493032,0.649845419565149,0.068,0.044,1,"Cholangiocytes","CAPS"
"C12orf49",0.00822512781995787,0.793223266395902,0.045,0.026,1,"Cholangiocytes","C12orf49"
"DCP2",0.00823503402585472,1.04406237525939,0.028,0.014,1,"Cholangiocytes","DCP2"
"CWF19L1",0.00824761437792249,0.853949496936581,0.04,0.023,1,"Cholangiocytes","CWF19L1"
"PPIL2",0.00826239908818465,0.393763774373122,0.155,0.119,1,"Cholangiocytes","PPIL2"
"BICRA",0.00826883123107619,0.725051763754323,0.054,0.033,1,"Cholangiocytes","BICRA"
"NDUFA7",0.00827380192208418,0.460209091495092,0.132,0.099,1,"Cholangiocytes","NDUFA7"
"SLC38A11",0.00827566710426012,1.61813655983781,0.012,0.004,1,"Cholangiocytes","SLC38A11"
"EFCC1",0.00827566710426012,1.61813655983781,0.012,0.004,1,"Cholangiocytes","EFCC1"
"NCAPG",0.00827566710426012,1.61813655983781,0.012,0.004,1,"Cholangiocytes","NCAPG"
"RAB3C",0.00827566710426012,1.61813655983781,0.012,0.004,1,"Cholangiocytes","RAB3C"
"EGFL8",0.00827566710426012,1.61813655983781,0.012,0.004,1,"Cholangiocytes","EGFL8"
"RGS11",0.00827566710426012,1.61813655983781,0.012,0.004,1,"Cholangiocytes","RGS11"
"GRAP2",0.00827566710426012,1.61813655983781,0.012,0.004,1,"Cholangiocytes","GRAP2"
"INTU",0.00829451968060098,1.5186008862869,0.014,0.005,1,"Cholangiocytes","INTU"
"CENPK",0.00829451968060098,1.5186008862869,0.014,0.005,1,"Cholangiocytes","CENPK"
"ZNF1171",0.00830536292085028,0.827232158560801,0.04,0.023,1,"Cholangiocytes","ZNF117"
"XRN2",0.00831648774941672,0.414603165752679,0.147,0.112,1,"Cholangiocytes","XRN2"
"DDB1",0.00833035543694039,0.263385984912402,0.275,0.228,1,"Cholangiocytes","DDB1"
"TBC1D12",0.00835332276092932,0.763713384123428,0.048,0.029,1,"Cholangiocytes","TBC1D12"
"ATRX",0.00835332276092932,0.763713384123428,0.048,0.029,1,"Cholangiocytes","ATRX"
"ABCF3",0.00836014654751935,0.413287342308289,0.151,0.115,1,"Cholangiocytes","ABCF3"
"BLNK",0.00839682339655734,0.570723617363029,0.091,0.063,1,"Cholangiocytes","BLNK"
"TMLHE",0.00840185863209528,0.662990795622072,0.063,0.041,1,"Cholangiocytes","TMLHE"
"PPP1R10",0.00844106249758655,0.368883003982732,0.2,0.16,1,"Cholangiocytes","PPP1R10"
"GIMAP2",0.00846782390780357,1.19283072510514,0.022,0.01,1,"Cholangiocytes","GIMAP2"
"FZR1",0.00849030903320177,0.561105614801432,0.091,0.063,1,"Cholangiocytes","FZR1"
"ALCAM",0.00849132932310476,0.436592475128665,0.154,0.118,1,"Cholangiocytes","ALCAM"
"TINF2",0.00849999553698113,0.745371748133919,0.061,0.039,1,"Cholangiocytes","TINF2"
"IQCB1",0.00855000319422538,0.868543357343856,0.038,0.022,1,"Cholangiocytes","IQCB1"
"NPHP3",0.00857993521129789,0.52261394879352,0.106,0.076,1,"Cholangiocytes","NPHP3"
"WDR83",0.00859152657910507,1.39995638978828,0.018,0.008,1,"Cholangiocytes","WDR83"
"KLHDC4",0.00861888908973874,0.710132343918584,0.055,0.035,1,"Cholangiocytes","KLHDC4"
"IFT46",0.00863435404740596,0.818161168145805,0.046,0.027,1,"Cholangiocytes","IFT46"
"ELMO3",0.00866970145873437,1.29304118587177,0.018,0.008,1,"Cholangiocytes","ELMO3"
"A4GALT",0.00866970145873437,1.29304118587177,0.018,0.008,1,"Cholangiocytes","A4GALT"
"MGRN1",0.00869932289435764,0.461456979183288,0.143,0.109,1,"Cholangiocytes","MGRN1"
"VWA5A",0.00871931568022659,1.21904060442799,0.018,0.008,1,"Cholangiocytes","VWA5A"
"C16orf58",0.00872953206031212,0.288866489609281,0.241,0.197,1,"Cholangiocytes","C16orf58"
"METTL9",0.00876011556373951,0.78349803613788,0.046,0.027,1,"Cholangiocytes","METTL9"
"LSM6",0.00878888606090978,0.534072295049337,0.108,0.078,1,"Cholangiocytes","LSM6"
"MTX2",0.00880243730898755,0.424443392462549,0.131,0.097,1,"Cholangiocytes","MTX2"
"COMMD2",0.00880977429394383,0.755640083587746,0.049,0.03,1,"Cholangiocytes","COMMD2"
"XPO7",0.00881746170901698,0.712424155426573,0.052,0.032,1,"Cholangiocytes","XPO7"
"CEP44",0.00883482492264557,0.745371748133919,0.049,0.03,1,"Cholangiocytes","CEP44"
"RRP8",0.00886307751072182,0.869675326833776,0.037,0.021,1,"Cholangiocytes","RRP8"
"CAMKK2",0.00887047076064817,0.595416483337728,0.078,0.053,1,"Cholangiocytes","CAMKK2"
"RALGAPA1",0.0088755781339517,0.62753525784006,0.066,0.043,1,"Cholangiocytes","RALGAPA1"
"FLT3LG",0.00888162857951099,0.853019925357455,0.041,0.024,1,"Cholangiocytes","FLT3LG"
"MEA1",0.00894045932008534,0.535930764824814,0.098,0.07,1,"Cholangiocytes","MEA1"
"C7orf26",0.00899097175189138,0.814993889067122,0.041,0.024,1,"Cholangiocytes","C7orf26"
"ZNF398",0.00899097175189138,0.814993889067122,0.041,0.024,1,"Cholangiocytes","ZNF398"
"UBE2O",0.00899097175189138,0.814993889067122,0.041,0.024,1,"Cholangiocytes","UBE2O"
"DSG2",0.00900649986362193,1.14008926303317,0.023,0.011,1,"Cholangiocytes","DSG2"
"PRMT7",0.00905645396778811,0.65832564995351,0.074,0.05,1,"Cholangiocytes","PRMT7"
"SLC15A4",0.00905718903380018,0.674336698608276,0.063,0.041,1,"Cholangiocytes","SLC15A4"
"XAB2",0.00907480019268518,0.582969705406616,0.081,0.056,1,"Cholangiocytes","XAB2"
"ADAM17",0.00909842310153453,0.901929525838402,0.035,0.02,1,"Cholangiocytes","ADAM17"
"ACAP3",0.00918106011523693,0.564083656080905,0.086,0.06,1,"Cholangiocytes","ACAP3"
"CFDP1",0.00919242795051795,0.44387001121027,0.118,0.087,1,"Cholangiocytes","CFDP1"
"KIF13B",0.00920408503245896,0.564894538560832,0.084,0.058,1,"Cholangiocytes","KIF13B"
"THAP4",0.00921660860666435,0.565734861877992,0.083,0.057,1,"Cholangiocytes","THAP4"
"METTL2A",0.00922807234850836,0.781635292120691,0.045,0.026,1,"Cholangiocytes","METTL2A"
"SGSH",0.00927485061108435,0.674720088204179,0.058,0.037,1,"Cholangiocytes","SGSH"
"ZGPAT",0.00931019769165886,0.442250000156782,0.134,0.1,1,"Cholangiocytes","ZGPAT"
"RNF41",0.00931835666732401,0.753066139923919,0.048,0.029,1,"Cholangiocytes","RNF41"
"CPNE2",0.0093296183405843,0.921147441382543,0.034,0.018,1,"Cholangiocytes","CPNE2"
"SS18",0.00935872740380514,0.424478708922347,0.134,0.1,1,"Cholangiocytes","SS18"
"SLC12A6",0.00937092608477167,0.827232158560801,0.04,0.023,1,"Cholangiocytes","SLC12A6"
"NXT1",0.00937925729009393,1.09510180825986,0.025,0.012,1,"Cholangiocytes","NXT1"
"TBC1D20",0.00938138776360246,0.500898884553437,0.117,0.086,1,"Cholangiocytes","TBC1D20"
"DDX60",0.00938497159920782,0.722134280372028,0.055,0.035,1,"Cholangiocytes","DDX60"
"NSFL1C",0.00939385623375376,0.461315145669679,0.118,0.087,1,"Cholangiocytes","NSFL1C"
"GNPDA1",0.00939838680481823,0.783195806108307,0.052,0.032,1,"Cholangiocytes","GNPDA1"
"CDC20",0.00940694366991875,1.07001082729703,0.025,0.012,1,"Cholangiocytes","CDC20"
"WDR83OS",0.00942018609003125,0.325227358421987,0.273,0.23,1,"Cholangiocytes","WDR83OS"
"ATP6V1C1",0.00946153369796737,0.5989429946045,0.072,0.048,1,"Cholangiocytes","ATP6V1C1"
"AGO2",0.0094755272884886,0.533867642940207,0.086,0.06,1,"Cholangiocytes","AGO2"
"GNG11",0.00950414573451067,0.701254192572131,0.055,0.035,1,"Cholangiocytes","GNG11"
"BSCL2",0.00954600631223165,0.435184878099259,0.126,0.094,1,"Cholangiocytes","BSCL2"
"DNPEP",0.00957537803146469,0.338028640645076,0.212,0.171,1,"Cholangiocytes","DNPEP"
"CFAP36",0.00960462800653651,1.33802864064508,0.017,0.007,1,"Cholangiocytes","CFAP36"
"PTPN21",0.00960462800653651,1.33802864064508,0.017,0.007,1,"Cholangiocytes","PTPN21"
"HIST1H2BL",0.00960546273717467,1.2555664804531,0.02,0.009,1,"Cholangiocytes","HIST1H2BL"
"PSMD9",0.00961873214631517,0.591269953985129,0.083,0.057,1,"Cholangiocytes","PSMD9"
"MEFV",0.00964134820688364,1.22161914852977,0.02,0.009,1,"Cholangiocytes","MEFV"
"CLUAP1",0.00965746624856312,0.966059863258118,0.031,0.016,1,"Cholangiocytes","CLUAP1"
"RAMP2",0.00965746624856312,0.966059863258118,0.031,0.016,1,"Cholangiocytes","RAMP2"
"TACC3",0.00971917610252115,1.02236730416007,0.028,0.014,1,"Cholangiocytes","TACC3"
"ARL15",0.00971917610252115,1.02236730416007,0.028,0.014,1,"Cholangiocytes","ARL15"
"NSMAF",0.00972917543200381,0.99253207461931,0.029,0.015,1,"Cholangiocytes","NSMAF"
"YTHDF1",0.00974436457234608,0.66155884012894,0.075,0.051,1,"Cholangiocytes","YTHDF1"
